spend_1m_baby;spend_2m_baby;spend_3m_baby;spend_4m_baby;spend_5m_baby;spend_6m_baby;spend_1m_clothes;spend_2m_clothes;spend_3m_clothes;spend_4m_clothes;spend_5m_clothes;spend_6m_clothes;spend_1m_health;spend_2m_health;spend_3m_health;spend_4m_health;spend_5m_health;spend_6m_health;spend_1m_pet;spend_2m_pet;spend_3m_pet;spend_4m_pet;spend_5m_pet;spend_6m_pet;spend_1m_groceries;spend_2m_groceries;spend_3m_groceries;spend_4m_groceries;spend_5m_groceries;spend_6m_groceries;spend_1m_eletronic;spend_2m_eletronic;spend_3m_eletronic;spend_4m_eletronic;spend_5m_eletronic;spend_6m_eletronic;sales;discount;profit;age;gender;cust_state;tenure;sales_prediction_bins;sales_prediction
0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;20;15;25.0;20.0;5.0;40.0;0;0;0;0.0;0.0;0.0;2506.23;US$ 80.0;42.81;37;0.0;BA;6;5;1097.5651211260115
0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;0.0;1988.56;US$ 60.0;37.44;28;1.0;SP;2;3;1026.4044426391802
0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;25;0;50.0;25.0;10.0;5.0;0;0;0;0.0;0.0;0.0;2127.99;US$ 70.0;34.27;35;1.0;MA;5;5;1075.525932672242
0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;60;110;140.0;230.0;265.0;145.0;0;0;0;0.0;0.0;0.0;3851.64;US$ 130.0;58.73;28;1.0;GO;4;9;1504.2176976167482
0;0;0;0;0;0.0;25;0.0;0.0;100.0;50.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;10.0;0.0;10.0;5.0;0;0;0;0.0;0.0;0.0;2013.06;US$ 55.0;43.64;35;0.0;RJ;6;3;1008.8355403785832
0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;15;10;15.0;10.0;5.0;0.0;0;0;0;0.0;0.0;0.0;2588.34;US$ 85.0;41.83;35;;BA;6;5;1081.7881286503305
0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;25;80;10.0;165.0;155.0;0.0;0;0;0;0.0;0.0;0.0;3652.01;US$ 140.0;38.95;26;1.0;SP;6;9;1443.9844215935104
0;0;0;0;0;0.0;0;0.0;0.0;0.0;315.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;105.0;105.0;105.0;105.0;0;0;0;0.0;0.0;0.0;3182.42;US$ 105.0;50.94;28;0.0;RJ;10;6;1157.8838201947503
0;0;0;0;0;0.0;0;0.0;0.0;0.0;420.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;55;25;70.0;50.0;175.0;50.0;0;0;0;0.0;0.0;0.0;5064.71;US$ 140.0;108.17;50;1.0;RO;6;7;1203.0982387761
0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;20;10;0.0;10.0;0.0;0.0;0;0;0;0.0;0.0;0.0;2058.9;US$ 80.0;20.89;34;1.0;AL;5;5;1080.223709795052
0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;25;0;210.0;135.0;145.0;165.0;0;0;0;0.0;0.0;0.0;4157.56;US$ 135.0;68.72;37;0.0;RJ;8;8;1258.907492275218
0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;0.0;1852.74;US$ 80.0;10.78;29;0.0;PI;7;3;1029.1824341189815
0;0;0;0;0;0.0;0;0.0;0.0;345.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;5;5;10.0;115.0;130.0;15.0;0;0;0;0.0;0.0;0.0;4146.11;US$ 115.0;88.16;40;;DF;9;8;1288.915614715135
0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;30;70;5.0;10.0;0.0;15.0;0;0;0;0.0;0.0;0.0;1225.54;US$ 25.0;35.05;27;0.0;CE;6;2;951.5587278831598
0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;40;35;30.0;20.0;50.0;5.0;0;0;0;0.0;0.0;0.0;2436.31;US$ 75.0;44.38;34;1.0;RS;4;3;1016.8405580144351
0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;30;25;130.0;80.0;195.0;10.0;0;0;0;0.0;0.0;0.0;3408.16;US$ 120.0;47.0;39;0.0;MG;8;8;1253.5897208165109
0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;10;30;10.0;15.0;0.0;30.0;0;0;0;0.0;0.0;0.0;1493.33;US$ 30.0;43.17;31;0.0;RS;7;1;923.7919739177046
0;0;0;0;0;0.0;25;0.0;25.0;385.0;0.0;410.0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;120.0;0.0;125.0;130.0;0;0;0;0.0;0.0;0.0;4001.13;US$ 120.0;76.06;42;0.0;PI;5;7;1197.1381064199031
5;0;0;5;0;5.0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0.0;125.0;0.0;130.0;0;0;0;0.0;0.0;0.0;3002.03;US$ 125.0;22.1;29;0.0;MG;5;7;1234.1185062885827
0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;0.0;1202.27;US$ 25.0;33.91;24;0.0;SP;7;0;807.6877800161554
5;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;75;20;10.0;20.0;5.0;0.0;0;0;0;0.0;0.0;0.0;1739.82;US$ 40.0;45.25;30;0.0;SP;6;1;928.4696397104256
0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;10;10;120.0;0.0;5.0;0.0;0;0;0;0.0;0.0;0.0;3152.57;US$ 120.0;34.48;40;;MG;7;6;1166.9351621185565
0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;40;45;190.0;30.0;35.0;140.0;0;0;0;0.0;0.0;0.0;2612.5;US$ 90.0;38.01;23;0.0;AM;5;6;1123.379076657512
0;0;0;0;0;0.0;0;345.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;40;80;145.0;10.0;25.0;160.0;0;0;0;0.0;0.0;0.0;3859.15;US$ 115.0;74.1;37;;MG;7;7;1190.9847315397897
0;0;0;0;0;1400.0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;20;50;25.0;145.0;45.0;160.0;0;0;0;0.0;0.0;0.0;4673.99;US$ 140.0;89.03;33;0.0;PA;5;9;1443.1936527917785
0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0.0;10.0;5.0;25.0;0;0;0;0.0;0.0;0.0;1382.92;US$ 35.0;32.76;26;0.0;RS;9;2;983.0707194166444
5;0;0;5;0;0.0;0;0.0;330.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;25;30;0.0;130.0;110.0;20.0;0;0;0;0.0;0.0;0.0;3357.33;US$ 110.0;54.51;29;0.0;TO;4;6;1133.1854698263758
5;0;5;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;170.0;155.0;5.0;170.0;0;0;0;0.0;0.0;0.0;4244.84;US$ 155.0;53.0;43;0.0;MG;10;9;1518.9712195163945
0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;150.0;150.0;150.0;0;0;0;0.0;0.0;0.0;3701.39;US$ 150.0;31.37;32;0.0;SC;5;9;1712.6311459207168
0;0;0;0;0;0.0;50;0.0;0.0;50.0;75.0;25.0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;5.0;0.0;0.0;0.0;0;0;0;0.0;0.0;0.0;1110.99;US$ 5.0;49.44;21;0.0;RJ;3;0;831.8845414953208
0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;25;10;15.0;45.0;20.0;50.0;0;0;0;0.0;0.0;0.0;988.36;US$ 0.0;48.43;21;0.0;RS;7;0;799.4411108911578
0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;10;5;25.0;5.0;0.0;5.0;0;0;0;0.0;0.0;0.0;1878.63;US$ 80.0;12.05;22;1.0;CE;2;4;1065.2405278795325
5;0;10;0;0;5.0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;135.0;200.0;15.0;130.0;0;0;0;0.0;1300.0;0.0;4824.16;US$ 130.0;106.38;35;1.0;PA;8;8;1328.364251391732
0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;0.0;1543.57;US$ 50.0;25.63;30;;MA;8;3;1004.3472783836928
0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;10;45;160.0;10.0;0.0;5.0;0;0;0;0.0;0.0;0.0;3104.89;US$ 150.0;2.14;25;1.0;MG;9;8;1353.9632292912922
0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;25;5;120.0;20.0;50.0;170.0;0;0;0;0.0;0.0;0.0;3412.48;US$ 115.0;52.21;46;1.0;PE;9;8;1282.1297025951883
0;0;0;0;0;0.0;25;345.0;0.0;25.0;25.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;20;5;25.0;115.0;115.0;140.0;0;0;0;0.0;0.0;0.0;3640.77;US$ 115.0;63.4;32;0.0;RS;10;9;1392.3392414863297
0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;5;10;0.0;0.0;30.0;160.0;0;0;0;0.0;0.0;0.0;4033.15;US$ 160.0;37.62;35;1.0;BA;12;9;1840.327061099784
0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;15;10;10.0;35.0;15.0;5.0;0;0;0;0.0;0.0;0.0;2459.15;US$ 95.0;25.5;34;1.0;CE;5;6;1121.1774890244922
0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0.0;35.0;15.0;5.0;0;0;0;0.0;0.0;0.0;2211.17;US$ 75.0;33.35;37;0.0;MG;6;5;1073.2929021526854
0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;50;0;65.0;25.0;5.0;125.0;0;0;0;0.0;0.0;0.0;1870.72;US$ 40.0;51.67;34;0.0;RN;6;3;992.4018254577918
0;0;0;0;0;0.0;25;0.0;75.0;0.0;25.0;50.0;0;0;0;0;0;0;0;0;0;0;0;0;5;5;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;0.0;1809.09;US$ 40.0;48.65;29;1.0;SP;12;3;1020.3913371019066
0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;35;40;35.0;35.0;20.0;0.0;0;0;0;0.0;0.0;0.0;1901.2;US$ 60.0;33.16;28;;PI;6;3;990.1985906893808
5;5;0;0;0;5.0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;35;5;55.0;65.0;0.0;140.0;0;0;0;0.0;0.0;0.0;956.79;US$ 0.0;46.88;27;0.0;SP;4;0;860.4338920702637
0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;10;25;150.0;5.0;135.0;135.0;0;0;0;0.0;0.0;0.0;4076.1;US$ 135.0;64.73;46;1.0;MG;4;7;1223.2218150690394
0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;10;5;0.0;5.0;10.0;10.0;0;0;0;0.0;0.0;0.0;1601.18;US$ 55.0;23.46;24;1.0;MG;9;2;980.4185849478888
5;10;5;0;15;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;20;5;20.0;25.0;0.0;20.0;0;0;0;0.0;0.0;0.0;1178.83;US$ 15.0;42.76;22;1.0;MG;8;0;881.5347610278943
0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;95;295;45.0;140.0;75.0;80.0;0;0;0;0.0;0.0;0.0;2776.36;US$ 55.0;81.04;34;1.0;DF;6;4;1039.9405567472638
0;0;0;0;0;0.0;0;0.0;360.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;95;45;165.0;145.0;190.0;265.0;0;0;0;0.0;0.0;0.0;4961.33;US$ 120.0;123.11;48;1.0;SP;9;8;1255.1734152274362
0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;20;5;30.0;55.0;5.0;5.0;0;0;0;0.0;0.0;0.0;2086.54;US$ 65.0;37.24;35;1.0;MG;5;4;1065.0155223361976
0;0;0;0;0;0.0;25;25.0;0.0;0.0;25.0;390.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;130.0;130.0;130.0;0;0;0;0.0;0.0;0.0;3749.13;US$ 130.0;53.71;36;1.0;PI;3;6;1172.8878489557046
0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0.0;15.0;5.0;20.0;0;0;0;0.0;0.0;0.0;1429.87;US$ 30.0;40.06;29;0.0;RJ;1;1;923.7006329860616
0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;110.0;0.0;0.0;110.0;0;0;0;0.0;0.0;0.0;2838.54;US$ 110.0;29.09;37;1.0;PE;4;6;1137.4358057662284
0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;15;10;25.0;10.0;0.0;15.0;0;0;0;0.0;0.0;0.0;1232.36;US$ 25.0;35.39;33;;AC;7;2;965.160824128246
0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;10;10;5.0;130.0;145.0;145.0;0;0;0;0.0;0.0;0.0;4009.85;US$ 130.0;66.48;49;0.0;SE;5;8;1281.9357466910392
0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;0.0;1418.64;US$ 40.0;29.51;25;1.0;SP;7;1;921.6544070940856
0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;5.0;125.0;5.0;125.0;0;0;0;0.0;0.0;0.0;3433.31;US$ 125.0;43.23;38;1.0;GO;9;8;1291.4956700374455
0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;100;0;0;100;0;0;0;0;0;0;0;0;15;5;30.0;20.0;65.0;0.0;0;0;0;0.0;0.0;0.0;1973.02;US$ 50.0;46.68;26;1.0;MG;12;2;968.0437024302358
0;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;0.0;1465.85;US$ 45.0;26.83;27;1.0;PE;7;3;1006.5567637480302
