spend_1m_baby,spend_2m_baby,spend_3m_baby,spend_4m_baby,spend_5m_baby,spend_6m_baby,spend_1m_clothes,spend_2m_clothes,spend_3m_clothes,spend_4m_clothes,spend_5m_clothes,spend_6m_clothes,spend_1m_health,spend_2m_health,spend_3m_health,spend_4m_health,spend_5m_health,spend_6m_health,spend_1m_pet,spend_2m_pet,spend_3m_pet,spend_4m_pet,spend_5m_pet,spend_6m_pet,spend_1m_groceries,spend_2m_groceries,spend_3m_groceries,spend_4m_groceries,spend_5m_groceries,spend_6m_groceries,spend_1m_eletronic,spend_2m_eletronic,spend_3m_eletronic,spend_4m_eletronic,spend_5m_eletronic,spend_6m_eletronic,sales,discount,profit,age,gender,cust_state,tenure
0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,945.05,$ 2.0,44.23,33,1.0,PR,19
0,0,0,0,0,0.0,25,25.0,1303.2811026012753,0.0,25.0,25.0,0,0,0,0,0,0,0,0,0,0,0,0,15,45,5.0,55.0,5.0,422.7603675337584,0,0,0,0.0,0.0,0.0,9217.6,$ 418.0,33.9,28,0.0,RJ,21
0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,100,100,0,100,0,0,0,0,0,0,0,0,25,0,0.0,5.0,0.0,40.0,0,0,0,0.0,0.0,0.0,1537.77,$ 11.0,63.87,24,0.0,CE,19
0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278.19757962733206,278.19757962733206,278.19757962733206,0.0,0,0,0,0.0,0.0,0.0,5871.2,$ 278.0,9.49,26,1.0,MG,22
0,0,0,0,0,0.0,25,0.0,25.0,0.0,0.0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,5.0,45.0,0.0,0.0,0,0,0,0.0,0.0,0.0,2045.21,$ 57.0,42.94,34,1.0,PA,24
0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,10,15,0.0,405.4066654871161,5.0,395.4066654871161,0,0,0,0.0,0.0,0.0,8543.4,$ 395.0,23.22,32,0.0,SP,24
0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,40,45,10.0,20.0,0.0,65.0,0,0,0,0.0,0.0,0.0,1421.25,$ 12.0,58.06,40,0.0,MA,18
5,5,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,990.31,$ 0.0,48.21,33,1.0,PR,19
0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,50.0,40.0,412.262960814588,115.0,0,0,0,0.0,0.0,0.0,5156.02,$ 292.0,-39.62,23,1.0,SE,21
0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,45,25,519.8791254407744,479.8791254407744,444.8791254407744,504.8791254407744,0,0,0,0.0,0.0,0.0,8005.54,$ 425.0,-32.61,21,1.0,PE,21
0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,80,45,65.0,135.0,5.0,45.0,0,0,0,0.0,0.0,0.0,1345.34,$ 6.0,59.81,31,0.0,RJ,19
0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,1448.8,$ 19.0,51.76,36,1.0,CE,18
0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,25.0,10.0,0.0,30.0,0,0,0,0.0,0.0,0.0,1476.35,$ 19.0,53.14,40,1.0,SP,17
0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,490.3641340599823,10.0,495.3641340599823,0.0,0,0,0,0.0,0.0,0.0,8997.32,$ 485.0,-44.5,25,0.0,RJ,23
0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,40.0,158.80579137601066,183.80579137601063,173.80579137601066,0,0,0,0.0,0.0,0.0,3671.34,$ 154.0,26.09,33,1.0,PE,20
0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,129.05675866557883,134.05675866557883,129.05675866557883,129.05675866557883,0,0,0,0.0,0.0,0.0,3598.49,$ 129.0,47.27,39,1.0,MG,23
0,0,0,0,0,0.0,25,0.0,25.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10.0,289.375031132512,284.375031132512,289.375031132512,0,0,0,0.0,0.0,0.0,6513.2,$ 284.0,34.77,38,0.0,MG,21
0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,5.0,40.0,45.0,5.0,0,0,0,0.0,0.0,0.0,1846.01,$ 38.0,52.4,40,,PA,17
0,0,0,0,0,0.0,0,522.088867334671,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,174.02962244489032,0.0,174.02962244489032,174.02962244489032,0,0,0,0.0,0.0,0.0,4408.91,$ 174.0,42.01,22,0.0,RS,24
0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,25.0,5.0,5.0,15.0,0,0,0,0.0,0.0,0.0,1326.38,$ 11.0,54.21,44,1.0,SP,16
0,0,0,0,0,0.0,0,0.0,771.7868064662367,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,25,5,35.0,327.2622688220789,402.2622688220789,267.2622688220789,0,0,0,0.0,0.0,0.0,6505.97,$ 257.0,61.53,33,0.0,PE,25
0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,10,15,507.1208587923855,487.1208587923855,85.0,5.0,0,0,0,0.0,0.0,0.0,10641.71,$ 482.0,39.32,37,1.0,RS,24
5,5,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,20,5,332.7981579381386,332.7981579381386,352.7981579381386,337.7981579381386,0,0,0,0.0,0.0,0.0,7466.9,$ 333.0,33.08,31,0.0,RJ,22
5,10,0,0,5,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,464.9446992907545,0.0,459.9446992907545,479.9446992907545,0,0,0,0.0,0.0,0.0,9735.45,$ 455.0,22.09,35,1.0,RJ,23
0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,541.8946439273026,556.8946439273026,536.8946439273026,546.8946439273026,0,0,0,0.0,0.0,0.0,12517.21,$ 537.0,76.45,35,1.0,RS,23
0,0,0,0,0,0.0,25,0.0,25.0,0.0,0.0,949.5338414102956,0,0,0,0,0,0,0,0,0,0,0,0,90,95,313.1779471367652,513.1779471367652,338.1779471367652,45.0,0,0,0,0.0,0.0,0.0,9324.11,$ 308.0,148.7,39,0.0,SP,20
5,5,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,45,25,15.0,5.0,60.0,15.0,0,0,0,0.0,0.0,0.0,1116.48,$ 4.0,50.9,31,1.0,BA,19
0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,0.0,0.0,10.0,15.0,0,0,0,0.0,0.0,0.0,1685.49,$ 33.0,49.92,43,0.0,SP,22
0,0,0,0,0,0.0,0,0.0,505.8476499210744,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,15,5,168.6158833070248,5.0,80.0,203.6158833070248,0,0,0,0.0,0.0,0.0,4701.77,$ 169.0,61.77,37,1.0,MA,20
0,0,0,0,0,0.0,0,0.0,0.0,1929.9474510299256,1929.9474510299256,0.0,0,0,0,0,0,0,0,0,0,0,0,0,45,50,30.0,60.0,713.3158170099753,678.3158170099753,0,0,0,0.0,0.0,0.0,16239.73,$ 643.0,152.43,29,1.0,GO,27
0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,15,40,0.0,0.0,10.0,5.0,0,0,0,0.0,0.0,0.0,2185.17,$ 49.0,58.4,41,1.0,RJ,22
0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,10.0,20.0,10.0,35.0,0,0,0,0.0,0.0,0.0,764.95,$ 0.0,37.36,20,0.0,BA,18
5,15,0,15,0,0.0,25,25.0,25.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,55.0,20.0,25.0,15.0,0,0,0,0.0,0.0,0.0,1311.2,$ 6.0,58.14,32,1.0,SP,19
0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,30,40,70.0,30.0,45.0,5.0,0,0,0,0.0,0.0,0.0,3050.12,$ 96.0,53.93,45,1.0,RJ,23
0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,55,50,190.0,185.0,192.8965756034228,15.0,0,0,0,0.0,0.0,0.0,4015.2,$ 148.0,48.85,26,0.0,RO,20
0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,1187.86,$ 18.0,40.03,30,0.0,AL,19
0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,50,25,5.0,30.0,30.0,30.0,0,0,0,0.0,0.0,0.0,1375.51,$ 5.0,62.8,37,1.0,RJ,19
0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0.0,55.0,110.0,10.0,0,0,0,0.0,0.0,0.0,1724.24,$ 26.0,58.97,31,1.0,PI,18
0,0,0,0,0,1805.211515152179,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180.5211515152179,180.5211515152179,180.5211515152179,180.5211515152179,0,0,0,0.0,0.0,0.0,6936.81,$ 181.0,159.38,29,0.0,DF,21
0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,15,5,173.75811720962736,40.0,25.0,213.75811720962736,0,0,0,0.0,0.0,0.0,3944.38,$ 174.0,19.52,29,0.0,CE,21
0,0,0,0,0,0.0,25,25.0,25.0,538.6343996144969,0.0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,40,30,196.21146653816567,15.0,346.21146653816567,181.21146653816567,0,0,0,0.0,0.0,0.0,4960.92,$ 171.0,71.87,21,0.0,RS,22
0,0,0,0,0,0.0,0,0.0,0.0,0.0,3173.288065633388,0.0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0.0,1062.762688544463,1057.762688544463,0.0,500,0,500,0.0,0.0,0.0,24016.26,$ 1058.0,119.03,34,,MG,21
0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,15,20,0.0,15.0,15.0,25.0,0,0,0,0.0,0.0,0.0,1988.76,$ 75.0,22.23,25,1.0,RS,20
0,0,0,0,0,0.0,0,0.0,0.0,699.4255118449718,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,233.14183728165725,0.0,0.0,0,0,0,0.0,0.0,0.0,5218.0,$ 233.0,22.54,37,0.0,PI,21
5,5,0,0,5,5.0,0,0.0,0.0,0.0,562.0079747510094,0.0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,202.33599158366985,45.0,192.33599158366985,15.0,0,0,0,0.0,0.0,0.0,5080.15,$ 187.0,61.59,37,0.0,MG,22
0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,20,10,0.0,328.3040790874723,0.0,10.0,0,0,0,0.0,0.0,0.0,6703.42,$ 323.0,5.16,29,0.0,SP,20
5,0,0,5,0,5.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158.22912739598675,158.22912739598675,0.0,158.22912739598675,0,0,0,0.0,0.0,0.0,4286.73,$ 158.0,51.82,37,0.0,SP,21
0,0,0,0,0,0.0,25,0.0,0.0,0.0,0.0,25.0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,55.0,10.0,5.0,55.0,0,0,0,0.0,0.0,0.0,1477.44,$ 10.0,62.08,33,0.0,MG,19
0,0,0,0,0,0.0,0,524.1132071357056,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,65,65,5.0,25.0,65.0,50.0,0,0,0,0.0,0.0,0.0,4485.1,$ 175.0,45.07,28,1.0,AM,22
0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,35,40,25.0,0.0,30.0,40.0,0,0,0,0.0,0.0,0.0,1951.68,$ 58.0,37.8,31,0.0,MG,22
5,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,5.0,0.0,60.0,15.0,0,0,0,0.0,0.0,0.0,1188.03,$ 15.0,43.02,24,0.0,PA,23
0,0,0,0,0,0.0,0,0.0,0.0,337.6086746693615,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,80,10,127.53622488978716,0.0,20.0,222.53622488978715,0,0,0,0.0,0.0,0.0,3565.2,$ 113.0,62.16,24,1.0,RS,24
0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,245.94735307039795,245.94735307039795,260.947353070398,10.0,0,0,0,0.0,0.0,0.0,5868.49,$ 241.0,46.61,47,,TO,20
0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,25,45,15.0,363.84108496935,373.84108496935,338.84108496935,0,0,0,0.0,0.0,0.0,6925.81,$ 329.0,10.52,32,1.0,MG,21
0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111.93905573138056,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,2705.21,$ 112.0,20.62,30,1.0,SC,22
0,0,0,0,0,0.0,25,0.0,25.0,0.0,25.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225.3890358060919,225.3890358060919,0.0,0.0,0,0,0,0.0,0.0,0.0,5036.91,$ 225.0,21.42,33,,RJ,20
5,5,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,90,70,30.0,25.0,165.0,245.0,0,0,0,0.0,0.0,0.0,2533.48,$ 37.0,87.54,50,1.0,RS,20
0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,35,180,75.0,10.0,45.0,15.0,0,0,0,0.0,0.0,0.0,1958.34,$ 31.0,64.9,36,0.0,CE,27
0,0,0,0,0,0.0,0,344.4634658059349,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,25,30,20.0,129.82115526864496,149.82115526864496,114.82115526864496,0,0,0,0.0,0.0,0.0,3572.18,$ 115.0,60.22,38,0.0,PA,24
0,0,0,0,0,0.0,0,1578.8104004032175,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,20,50,531.2701334677391,531.2701334677391,561.2701334677391,526.2701334677391,0,0,0,0.0,0.0,0.0,12527.53,$ 526.0,87.58,31,0.0,MA,20
0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0.0,20.0,5.0,0.0,0,0,0,0.0,0.0,0.0,2194.96,$ 89.0,18.2,32,0.0,MG,23
0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,110,270,225.4890141527496,220.4890141527496,145.48901415274958,120.48901415274956,0,0,0,0.0,0.0,0.0,3578.63,$ 100.0,74.86,34,,PE,22
0,0,0,0,0,0.0,25,50.0,75.0,0.0,50.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,180.14943870370752,0.0,180.14943870370752,170.14943870370752,0,0,0,0.0,0.0,0.0,4450.67,$ 160.0,57.93,37,0.0,RS,20
0,0,0,0,0,0.0,25,0.0,25.0,0.0,25.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,1271.37,$ 20.0,42.35,30,0.0,BA,20
0,0,0,0,0,0.0,25,0.0,25.0,50.0,0.0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,339.67208071737326,0.0,0.0,339.67208071737326,0,0,0,0.0,0.0,0.0,6713.41,$ 340.0,-10.71,31,1.0,CE,20
0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,30,45,5.0,30.0,125.0,0.0,0,0,0,0.0,0.0,0.0,2008.38,$ 39.0,59.33,37,1.0,MG,21
0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,20,10,0.0,10.0,5.0,0.0,0,0,0,0.0,0.0,0.0,2251.99,$ 61.0,49.39,37,0.0,RN,23
0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,20,5,70.0,30.0,0.0,0.0,0,0,0,0.0,0.0,0.0,900.96,$ 4.0,39.86,20,1.0,SP,19
0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,1490.04,$ 43.0,30.35,30,1.0,PI,22
0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0.0,0.0,0.0,15.0,0,0,0,0.0,0.0,0.0,1078.56,$ 18.0,34.53,29,0.0,SP,19
0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,342.5685441590357,332.5685441590357,332.5685441590357,332.5685441590357,0,0,0,0.0,0.0,0.0,6868.66,$ 328.0,9.0,22,1.0,MG,23
0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,15,5,65.0,5.0,20.0,15.0,0,0,0,0.0,0.0,0.0,1033.97,$ 2.0,49.16,27,0.0,MG,17
0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256.0509895845296,256.0509895845296,0.0,256.0509895845296,0,0,0,0.0,0.0,0.0,5669.1,$ 256.0,21.73,31,1.0,MG,23
0,0,0,0,0,1570.6234985637,25,0.0,0.0,50.0,0.0,496.18704956910994,0,0,0,0,0,0,0,0,0,0,0,0,90,15,0.0,637.06234985637,212.06234985637,135.0,0,0,0,0.0,0.0,0.0,7214.59,$ 157.0,196.45,29,1.0,DF,24
0,0,0,0,0,1679.3252093672684,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,45,10,257.93252093672686,30.0,212.93252093672683,80.0,0,0,0,0.0,0.0,0.0,6282.12,$ 168.0,139.89,35,0.0,SP,20
0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,90,20,618.8745027011278,643.8745027011278,573.8745027011278,523.8745027011278,0,0,0,0.0,0.0,0.0,10706.22,$ 499.0,25.73,28,,MG,23
0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,313.23989905326715,308.23989905326715,313.23989905326715,0.0,0,0,0,0.0,0.0,0.0,6235.45,$ 308.0,-2.7,35,0.0,PI,22
0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,0.0,20.0,25.0,0.0,0,0,0,0.0,0.0,0.0,1199.43,$ 5.0,54.11,33,0.0,RJ,19
5,0,5,5,0,20.0,0,0.0,0.0,597.1407476846348,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,35,50,15.0,20.0,304.0469158948783,304.0469158948783,0,0,0,0.0,0.0,0.0,5234.42,$ 199.0,57.44,38,0.0,PE,20
5,5,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,0.0,619.4587531337625,30.0,509.45875313376246,0,0,0,0.0,0.0,0.0,10523.25,$ 509.0,6.18,28,1.0,AC,21
0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,147.51232086581842,0.0,5.0,0.0,0,0,0,0.0,0.0,0.0,3187.17,$ 148.0,8.66,29,1.0,SE,21
0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,25,15,85.0,297.5451970456906,30.0,40.0,0,0,0,0.0,0.0,0.0,5648.13,$ 268.0,9.21,25,0.0,SP,21
0,0,0,0,0,0.0,25,0.0,0.0,0.0,0.0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,25,15,15.0,15.0,45.0,30.0,0,0,0,0.0,0.0,0.0,1254.05,$ 2.0,59.2,36,0.0,GO,19
0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,30,70,25.0,65.0,40.0,0.0,0,0,0,0.0,0.0,0.0,1076.73,$ 2.0,51.09,26,0.0,MG,22
10,5,10,55,0,20.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,163.33069004392763,163.33069004392763,0,0,0,0.0,0.0,0.0,3859.72,$ 163.0,25.8,38,,PE,22
0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,65,5,120.4760958543104,140.4760958543104,155.4760958543104,260.4760958543104,0,0,0,0.0,0.0,0.0,3490.26,$ 105.0,65.55,29,0.0,SP,24
0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,35,35,15.0,15.0,10.0,25.0,0,0,0,0.0,0.0,0.0,1913.61,$ 69.0,24.43,30,0.0,SE,22
0,0,0,0,0,0.0,0,0.0,0.0,725.7477787231833,725.7477787231833,0.0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,5.0,15.0,0.0,266.9159262410611,0,0,0,0.0,0.0,0.0,6408.1,$ 242.0,72.08,32,1.0,MA,20
0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,30,15,75.0,0.0,15.0,0.0,0,0,0,0.0,0.0,0.0,1016.48,$ 2.0,47.42,26,1.0,PI,17
